"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2016v2.asp","19. apr 20:53",510,"SDU","Nord.",2016-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2017v2.asp","11. apr 15:30",553,"AAU","Nord.",2017-10-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2017v2.asp","11. apr 20:20",581,"AU","Nord.",2017-10-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 16:40",331,"AU","Nord.",2019-04-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","5","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 13:20",464,"SDU","Nord.",2019-03-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","596","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 09:20",287,"AU","Nord.",2019-03-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","47","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","20. okt. 14:00",393,"AU","Nord.",2019-03-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","236","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 17:00",488,"SDU","Nord.",2019-04-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","372","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","20. okt. 08:50",364,"AAU","Nord.",2019-04-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","239","Forår 19",2019-02-01,8.6965478,56.9573024
"Aalborg Universitetshospital, Thisted","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 16:40",331,"AU","Nord.",2019-04-01,"Klinik Medicin Og Akut","Intern medicin","Almen praksis område Vest","Almen praksis *","Almen medicin","37","Forår 19",2019-02-01,8.6965478,56.9573024
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v2.asp","12. apr 07:40",122,"KU","Midt.",2012-08-01,"Kirurgisk afdeling P (THG)","Kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","17. okt. 15:50",175,"AU","Midt.",2019-02-01,"Blodsygdomme","Intern medicin","Almen praksis i Aarhus Kommune","Almen praksis","Almen medicin","562","Forår 19",2019-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","4. apr 20:41",132,"AU","Midt.",2017-11-01,"Lungemedicinsk afdeling LUB (NBG)","Intern medicin","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","8. apr 12:11",106,"AU","Midt.",2014-11-01,"Kirurgisk Gastroenterologisk Afdeling L (NBG)","Kirurgisk gastroenterologi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v1.asp","10. okt 11:10",18,"AU","Midt.",2012-05-01,"Ortopædkirurgisk afdeling E (NBG)","Ortopædisk kirurgi","Aarhus Universitetshospital","Nyremedicinsk afdeling C","Intern medicin",NA,"Forår 12",2012-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 12:41",82,"SDU","Midt.",2014-02-01,"Kirurgisk afdeling P (THG)","Kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","18. okt 13:02",82,"AU","Midt.",2017-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Aarhus Universitetshospital","Nyremedicinsk afdeling C (SKS)","Intern medicin",NA,"Forår 17",2017-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v1.asp","10. okt 10:33",15,"AU","Midt.",2012-05-01,"Medicinsk Endokrinologisk Afdeling MEA","Intern medicin","Almen praksis i Syddjurs Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","11. apr 12:00",1,"AU","Midt.",2016-11-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 20:21",122,"AU","Midt.",2015-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v2.asp","12. apr 12:50",163,"SDU","Midt.",2012-11-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling P - afdeling for psykoser","Psykiatri",NA,"Efterår 12",2012-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v1.asp","12. okt 08:50",152,"AU","Midt.",2012-05-01,"Kirurgisk Gastroenterologisk Afdeling L (NBG)","Kirurgisk gastroenterologi","Almen praksis i Syddjurs Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","5. okt 15:01",17,"AU","Midt.",2016-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","14. apr 17:41",108,"AU","Midt.",2015-11-01,"Lungemedicinsk afdeling LUB (NBG)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 15",2015-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","14. apr 20:09",273,"SDU","Midt.",2016-11-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Århus Universitetshospital, Risskov","Afdeling P - afdeling for psykoser","Psykiatri",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","2. apr 13:10",8,"AU","Midt.",2013-11-01,"Urologisk Afdeling K","Urologi","Aarhus Universitetshospital","Infektionsmedicinsk afdeling Q (SKS)","Intern medicin",NA,"Efterår 13",2013-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","12. apr 14:41",242,"AU","Midt.",2018-11-01,"Lever-, Mave- Og Tarmsygdomme (SKS)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 18",2018-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","3. apr 10:50",70,"AU","Midt.",2013-11-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling P - afdeling for psykoser","Psykiatri",NA,"Efterår 13",2013-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v1.asp","10. okt 11:21",19,"AU","Midt.",2012-02-01,"Hjertemedicinsk Afdeling B (THG)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","12. apr 17:41",112,"AU","Midt.",2016-08-01,"Infektionsmedicinsk afdeling Q (SKS)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","14. apr 13:13",236,"AU","Midt.",2016-08-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Århus Universitetshospital, Risskov","Afdeling Q - afdeling for depression og angst","Psykiatri",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","16. okt. 10:00",68,"AU","Midt.",2019-05-01,"Akutafdelingen","Akutmedicin","Psykiatrien i Region Midtjylland","Afdeling Q - afdeling for depression og angst","Psykiatri","39","Forår 19",2019-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 09:30",64,"AU","Midt.",2014-02-01,"Ortopædkirurgisk afdeling E (NBG)","Ortopædisk kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","12. apr 15:10",97,"AU","Midt.",2016-11-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Aarhus Universitetshospital","Nyremedicinsk afdeling C (SKS)","Intern medicin",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v2.asp","12. apr 09:50",144,"AU","Midt.",2012-08-01,"Ortopædkirurgisk afdeling E (NBG)","Ortopædisk kirurgi","Aarhus Universitetshospital","Nyremedicinsk afdeling C (SKS)","Intern medicin",NA,"Efterår 12",2012-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2013v1.asp","9. okt 16:50",129,"AU","Midt.",2013-02-01,"Kirurgisk Gastroenterologisk Afdeling L (NBG)","Kirurgisk gastroenterologi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","15. apr 13:21",156,"AU","Midt.",2015-08-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Århus Universitetshospital, Risskov","Afdeling M - afdeling For Organiske Psykiske Lidelser Og Akutmodtagelse","Psykiatri",NA,"Efterår 15",2015-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2013v1.asp","10. okt 20:51",229,"AU","Midt.",2013-05-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling Q - afdeling for depression og angst","Psykiatri",NA,"Forår 13",2013-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 14:12",13,"AU","Midt.",2015-05-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Aarhus Universitetshospital","Nyremedicinsk afdeling C (SKS)","Intern medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","14. apr 12:20",232,"AU","Midt.",2016-08-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling P - afdeling for psykoser","Psykiatri",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","15. okt. 09:00",0,"AU","Midt.",2019-05-01,"Urinvejskirurgi","Urologi","Almen praksis i Aarhus Kommune","Almen praksis","Almen medicin","494","Forår 19",2019-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 13:00",7,"AU","Midt.",2017-08-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Efterår 17",2017-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","14. apr 20:09",273,"SDU","Midt.",2016-11-01,"Kirurgisk afdeling P (THG)","Kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 16",2016-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","16. okt 13:47",12,"KU","Midt.",2018-02-01,"Medicinsk Hepato- Gastroenterologisk Afdeling V (NBG)","Intern medicin","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 20:41",128,"AU","Midt.",2018-02-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling Q - afdeling for depression og angst","Psykiatri",NA,"Forår 18",2018-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","18. okt 14:10",163,"AU","Midt.",2018-02-01,"Urinvejskirurgisk afdeling K","Urologi","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 19:00",43,"AU","Midt.",2017-11-01,"Urologisk Afdeling K","Urologi","Aarhus Universitetshospital","Infektionsmedicinsk afdeling Q (SKS)","Intern medicin",NA,"Efterår 17",2017-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","8. apr 08:40",87,"AU","Midt.",2014-08-01,"Ortopædkirurgisk afdeling E (NBG)","Ortopædisk kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2012v2.asp","10. apr 12:41",5,"AU","Midt.",2012-11-01,"Medicinsk Endokrinologisk Afdeling MEA, NBG","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 16:02",26,"AU","Midt.",2015-02-01,"Medicinsk Hepato- Gastroenterologisk Afdeling V (NBG)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","5. okt 15:00",17,"AU","Midt.",2016-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 16",2016-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 10:04",67,"AU","Midt.",2014-02-01,"Kirurgisk Gastroenterologisk Afdeling L (NBG)","Kirurgisk gastroenterologi","Almen praksis i Syddjurs Kommune","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","18. okt 12:21",77,"AU","Midt.",2017-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 17",2017-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 17:01",103,"AU","Midt.",2015-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 10:30",296,"AU","Midt.",2019-02-01,"Mave- og Tarmkirurgi","Kirurgi","Almen praksis i Aarhus Kommune","Almen praksis","Almen medicin","584","Forår 19",2019-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 12:00",78,"AU","Midt.",2014-05-01,"Medicinsk Endokrinologisk Afdeling MEA  (THG)","Intern medicin","Århus Universitetshospital, Risskov","Afdeling P - afdeling for psykoser","Psykiatri",NA,"Forår 14",2014-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 10:20",66,"AU","Midt.",2015-05-01,"Medicinsk Hepato- Gastroenterologisk Afdeling V (NBG)","Intern medicin","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","6. okt 11:40",71,"AU","Midt.",2016-05-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Aarhus Universitetshospital","Nyremedicinsk afdeling C (SKS)","Intern medicin",NA,"Forår 16",2016-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 18:02",110,"AU","Midt.",2015-02-01,"Fælles Akut Afdeling","Fælles Akutmodtagelse","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","15. okt. 09:00",0,"AU","Midt.",2019-05-01,"Infektionssygdomme","Intern medicin","Almen praksis i Aarhus Kommune","Almen praksis","Almen medicin","240","Forår 19",2019-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","3. apr 09:00",57,"AU","Midt.",2013-08-01,"Lungemedicinsk afdeling LUB (NBG)","Intern medicin","Almen praksis i Syddjurs Kommune","Almen praksis","Almen medicin",NA,"Efterår 13",2013-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","4. apr 09:00",0,"AU","Midt.",2014-08-01,"Urologisk Afdeling K","Urologi","Aarhus Universitetshospital","Infektionsmedicinsk afdeling Q (SKS)","Intern medicin",NA,"Efterår 14",2014-08-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 14:50",90,"AU","Midt.",2015-05-01,"Kirurgisk afdeling P (THG)","Kirurgi","Almen praksis i Århus Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","20. okt 16:40",250,"AU","Midt.",2017-05-01,"Mave- og Tarmkirurgi","Kirurgi","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 17",2017-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 09:00",0,"AU","Midt.",2015-02-01,"Urologisk Afdeling K","Urologi","Aarhus Universitetshospital","Infektionsmedicinsk afdeling Q (SKS)","Intern medicin",NA,"Forår 15",2015-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 17:19",106,"AU","Midt.",2018-05-01,"Urinvejskirurgisk afdeling K","Urologi","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,10.1721916,56.1919273
"Aarhus Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 14:40",93,"AU","Midt.",2018-05-01,"Urinvejskirurgisk afdeling K","Urologi","Almen praksis i område Øst, Midtjylland","Almen praksis","Almen medicin",NA,"Forår 18",2018-02-01,10.1721916,56.1919273
